STORAGE[GWh],JUDGE ENERGY STORAGE PER[%],YEARLY POWER GENERATION[GWh],2017[GWh],2018[GWh],2019[GWh],2020[GWh],2021[GWh],2022[GWh]
150.0,20,740.7870815667246,101.52837037517699,167.63838652775038,153.2475304094833,76.60141562858107,122.77723280124893,118.99414582448402
150.0,25,893.6639617547529,124.47521516922886,204.8772734177816,194.24791907219281,90.84144978905614,136.5875825716278,142.63452173486576
150.0,30,954.6578149049127,129.80135043511623,227.51087012019238,208.54130326076432,91.22519937492181,163.4285389971594,134.15055271675857
150.0,35,978.4679101827157,123.38832612994567,223.77378435587704,203.4955947286122,106.15552698015705,175.05841022025066,146.59626776787303
150.0,40,1036.1412147982244,130.55631369126158,226.86686770183894,226.193017174704,127.11768216910734,181.63359578673914,143.7737382745734
150.0,45,1059.6980288106545,127.62417354955403,246.3748126341975,223.52018149383292,105.89532185903397,197.89263382765955,158.3909054463766
150.0,50,1071.7905178020433,130.90397217965634,241.0582765351641,237.53508851358077,116.24956532518289,181.38939292551606,164.65422232294324
150.0,55,1083.137464208671,144.5346991440349,238.9361597178179,216.86222719203144,130.53850892564458,183.8406612446491,168.42520798449303
150.0,60,1067.6360011299116,140.4726280380909,238.348736978779,225.47124454707304,105.91787689450085,194.67051046613278,162.75500420533507
150.0,65,1090.8439354898858,147.86340117988397,247.89883944412188,236.14989097929387,114.5446773158072,189.6854708666775,154.70165570410117
150.0,70,1096.23356074468,140.89848113835723,241.438480439703,236.83171272567705,128.41303982755912,192.60654996713845,156.04529664624502
150.0,75,1101.2313352606006,138.88412272200915,255.34433456922253,249.7914373549294,108.01572163664547,190.89084750817847,158.3048714696154
150.0,80,1112.7441771338317,146.65483592685217,270.2823403051266,223.80830947205845,107.89099048329375,198.17724750817845,165.93045343832253
150.0,85,1111.8394472525613,134.69886531046376,261.48178241561925,238.06532777641024,113.15500466248386,197.1323403136201,167.30612677396408
150.0,90,1113.0389945004636,130.05295185313432,253.9115808594352,240.70748642041423,120.51075601537721,203.86415667342314,163.9920626786794
150.0,95,1127.5181778508684,137.72084524128726,255.71127980443322,239.97711822972718,125.80995601537721,203.64013512832832,164.65884343171516
150.0,100,1140.1144177700214,145.36110923853008,262.45922594118224,250.62432243432562,125.80995601537721,188.08825640366015,167.77154773694613
160.0,20,767.9158545883711,106.77261253891079,162.7056064514521,163.10536779529144,82.46689538108797,126.18725538820063,126.67811703342817
160.0,25,902.5569510998731,119.31020747855865,194.9488359858859,194.28377963956106,97.67730112627426,145.83546483305187,150.5013620365414
160.0,30,963.0487992299943,136.86467834419204,206.47800674437303,207.11483662875247,96.80133983654291,173.116749506159,142.67318816997482
160.0,35,995.713915249867,130.4814841156808,210.62602813746116,213.86916025852963,118.70112176527876,173.09906886373525,148.9370521091813
160.0,40,1024.5709003236334,137.8475442908607,242.0549334211154,219.9397055482567,105.83545514301218,169.09562756974407,149.79763435064436
160.0,45,1049.5303883853542,133.04620775953853,224.85131843789034,237.35158153459528,112.68257234078355,180.75386502130925,160.84484329123717
160.0,50,1090.1931960046074,138.6702380606269,252.83737724359864,220.50726528449508,126.93181361704939,179.40518499641433,171.84131680242305
160.0,55,1052.5957016839882,123.66094768305807,251.84898601927242,217.04376152748796,106.59036627376453,195.3079097299501,158.14373045045525
160.0,60,1065.9605592104201,145.26784646678826,240.72559607703923,231.29033014480504,111.79904298737058,184.5033552007219,152.3743883336949
160.0,65,1104.301585659258,139.30929554272157,237.28291944745473,245.66860108361647,124.07410834489156,200.25877060890525,157.70789063166833
160.0,70,1088.5120549069163,137.5133899639096,251.56009822026826,246.3787413476133,107.72672379451984,188.8172902422581,156.51581133834722
160.0,75,1103.3387515418672,145.24880615993746,268.427710371714,221.02526692607262,107.10323284799382,196.76609024225812,164.767644993891
160.0,80,1105.2355429500496,132.66833981898804,259.7334186026338,237.16860352839478,112.4499324740788,196.42366086738517,166.79158765856917
160.0,85,1111.0740691149185,129.99817036254842,253.36173909037356,240.7181518677804,120.41491217604629,203.10354715206097,163.477548466109
160.0,90,1127.5568609647446,138.37246844337548,256.27634130326476,243.03634744246446,125.05171217604628,204.22328072961156,160.59671086998222
160.0,95,1139.3922123840648,145.94000788715934,261.8509167858109,250.7573622847844,125.05171217604628,187.2467023802817,168.5455108699822
160.0,100,1147.8379011445804,144.58640615993747,272.3467665703923,240.77231526671912,125.05171217604628,194.71765929941003,170.36304167207498
170.0,20,797.6686371081324,113.35723456276297,172.84165388296321,173.01625115032428,86.21724662432186,121.19031115715751,131.0459397306027
170.0,25,892.216717062399,127.65533303796384,193.01590270963678,192.60708993659154,103.5241067021528,141.07430983225515,134.33997484379884
170.0,30,952.3991028486492,113.31516951728824,205.55231915507355,219.33398284674865,100.880136303896,171.30735168512263,142.0101433405201
170.0,35,999.7564693833755,135.86683093015762,214.329440584966,213.72979987888593,123.1226558289428,171.14558680351746,141.56215535690572
170.0,40,1047.8495291612226,143.33187427232627,241.0050993913985,217.33154265419634,102.3002119079469,193.71651040275955,150.1642905325948
170.0,45,1061.0077018667384,129.12714833465455,239.601392475976,234.94423037431048,114.78012106990055,179.28166264300864,163.2731469688881
170.0,50,1070.4292723850033,144.1861681085914,240.35766321029845,217.84521528128928,131.2671044805218,186.815904651508,149.95721665279444
170.0,55,1064.818698705369,140.59879540073698,244.89068302849554,223.91129873479676,108.40665769499799,193.22043117549842,153.7908326708434
170.0,60,1110.4320191889017,149.9712441454923,256.60750170065523,241.26908590724312,116.39217871809021,194.28624034051046,151.9057683769104
170.0,65,1080.0857244990093,133.05668839005548,247.5070333316355,238.72920465192084,130.30729841270048,175.1888782059121,155.296621506785
170.0,70,1098.5420966353015,143.19571996148267,264.5968126013443,231.8619222090519,106.9676110395467,189.69761795318794,162.22241287068815
170.0,75,1092.5709622672885,134.26520799269682,256.69574985907633,234.34205941957757,111.09700828236957,193.9411200729292,162.229816640639
170.0,80,1101.4999009582243,128.6333867240504,250.00799626417714,238.90274567865174,119.00991344235217,202.28136491963346,162.6644939293596
170.0,85,1122.961070564785,137.7131815336096,255.77471394644107,242.27230833177643,124.30911344235217,202.83451370126738,160.05723960933818
170.0,90,1136.3591143198144,145.63269769787345,261.28110475490644,249.87880641117192,124.30911344235217,186.5889524041725,168.6684396093382
170.0,95,1134.5953272707627,144.52051996148268,271.8104043251532,240.42239719069448,124.30911344235217,195.20014714845092,158.33274520262952
170.0,100,1144.150554857757,148.49491996148268,262.9179544674335,242.76161055400988,124.30911344235217,198.99898485034342,166.6679715821355
180.0,20,802.4494618902144,119.8024905685177,165.93802427280042,176.48402535944652,92.10854589899371,129.4766361080307,118.63973968242529
180.0,25,918.9961777153964,130.6020401623674,202.54475142933836,191.7678412295939,109.38726414040113,148.2679178442149,136.42636290948053
180.0,30,959.777636204533,119.43676285266594,216.44816980392113,198.94431942011676,103.38792661417823,181.0004850244259,140.559972489225
180.0,35,1023.3723225996155,131.42841923414198,226.89465027052137,210.74643672561922,126.21104592645355,182.0121895494896,146.07958089338976
180.0,40,1058.5856811447848,130.63555392343255,252.09172638375918,230.1529080736948,108.53580580230857,174.54657395939472,162.6231130021948
180.0,45,1077.6293288855036,136.2879570742844,249.98618685233978,218.1667766941014,125.8702925776875,177.1118119133652,170.20630377372532
180.0,50,1057.39787251837,135.9265239453211,251.8741038665357,217.09278903240096,104.22252383800084,190.57216766683672,157.70976416927465
180.0,55,1075.671075310414,146.07501815376304,244.42017928545877,233.2303326044685,112.97750458429779,186.3395927554413,152.62844792698425
180.0,60,1086.4973020107223,136.75936270475344,240.5800704308331,235.48978699278837,127.5408892649244,192.40266606714576,153.72452655027732
180.0,65,1090.0904952307978,140.49438422997105,258.7887969192554,245.59536532418872,106.56920854223377,179.68295263209873,158.95978758305017
180.0,70,1079.2143769046104,128.9048417150299,252.357412884476,229.01722346953116,108.43270084875485,196.23133653933672,164.27086144748188
180.0,75,1102.1461813843582,127.05469434948546,247.8664031529079,247.31293102298815,117.04390084875486,200.85793593444436,162.01031607577772
180.0,80,1114.7255365778612,136.40430444729293,253.17558347220165,237.1231198001533,123.58094326552968,201.45985985074404,162.98172574193975
180.0,85,1132.0588145747815,144.4470797290497,261.813408774064,249.01732071666441,123.58094326552968,185.72301191336518,167.4770501761086
180.0,90,1130.6804840299485,144.46878422997105,271.4713524281337,239.37154927834442,123.58094326552968,193.94984584650874,157.83800898146086
180.0,95,1140.334645243889,147.78078422997103,261.57392506702257,241.66011379697542,123.58094326552968,198.92913323529402,166.8097456490965
180.0,100,1147.1543131025169,147.78078422997103,270.44263372245297,235.9373746916326,123.58094326552968,202.3157717341563,167.0968054587742
190.0,20,807.0642635958286,105.71942162338526,172.88255465421395,174.4920722328691,96.6074398761084,134.00312032393222,123.35965488531973
190.0,25,942.2449156793733,125.16523648454104,217.0808591674734,199.6193732547029,115.1659428006587,156.40258228674085,128.8109216852565
190.0,30,988.0573774860413,124.1906913773173,226.82997370328349,201.33468648521588,111.59568986883212,176.89945547928357,147.20688057210904
190.0,35,1011.2753723730538,136.40710269461803,239.17800535423152,217.31073023796807,104.10337730803327,166.67459865582632,147.6015581223763
190.0,40,1044.4706529542061,128.00715518953848,229.2960310064183,241.26935681629487,114.66249181833732,171.40358609148424,159.8320320321331
190.0,45,1064.7414522655472,141.51990283437274,235.30617042913016,212.68561591734982,128.73016682241192,180.7548458060526,165.74475045623
190.0,50,1046.6983965761137,128.50781436296697,243.37543834287155,222.09494581767632,107.62572332961703,192.42406725505253,152.67040746792907
190.0,55,1105.5145817204304,150.12754424495864,253.12053215902557,241.42574877151225,114.93668046916486,194.9650515732783,150.93902450249084
190.0,60,1075.9896329373203,136.13408363726646,249.33363609810374,244.0008334680981,104.86886667191602,186.65900331582424,154.99320974611172
190.0,65,1101.8149208315076,145.75495933719935,268.88772259912594,221.86403823616456,105.11842445027816,195.93260331582425,164.25717289291518
190.0,70,1107.8781409746189,128.636670016739,264.2603243023735,241.43267724877373,114.39202445027816,197.03049470019056,162.12595025626388
190.0,75,1112.0512967352654,133.78249605267416,246.6185524773071,248.1280858429358,122.8661415862382,198.1110671876724,162.5449535884378
190.0,80,1130.306268393575,143.02975485915738,266.54969366888326,247.30035434605793,122.8661415862382,184.9273514579139,165.63297247532452
190.0,85,1136.228252370005,143.10535933719933,271.07755380639736,237.79292341738966,122.8661415862382,192.7081161311849,168.6781580915958
190.0,90,1135.6400002842954,147.07975933719933,261.7847731864897,240.69418995751096,122.8661415862382,197.54790994723888,165.66722626961837
190.0,95,1142.7964113971627,147.07975933719933,270.00414593652675,234.42373469262307,122.8661415862382,201.85865376608191,166.56397607849357
190.0,100,1142.2226023259561,147.07975933719933,264.20936493749656,241.40509319885618,122.8661415862382,195.46146718767238,171.20077607849356
200.0,20,801.1956199194186,111.23502328524432,183.43381935213577,175.62835452640485,81.16494616422106,122.34245904371781,127.39101754769484
200.0,25,952.9101674080136,129.47566045198312,227.13906302703825,207.94541692953388,91.40218908311721,163.05621577307502,133.89162214326637
200.0,30,982.1734011311015,131.06897003972793,212.45053641351114,201.21967476756714,117.77139273286998,172.1882458951476,147.47458128227782
200.0,35,1030.6706578718045,124.24321334959848,251.91623465040598,213.40434811353464,100.35794552091237,190.37876704249135,150.3701491948615
200.0,40,1051.845669440801,130.28087112644153,239.0141582731084,228.07214282568103,109.81832470298912,181.19199498753753,163.4681775250433
200.0,45,1044.07502842415,140.3144239388495,246.9324153769932,210.5534918125707,102.83377838707119,190.15009029181644,153.2908286168491
200.0,50,1062.6530523945016,144.27559680851394,240.82455282248623,230.4105076462391,111.55998286244936,184.49610656209504,151.08630569271784
200.0,55,1080.0625173038304,133.76259005237065,241.16140048077372,234.26957688703894,127.1006586389807,191.61981231421146,152.14847893045507
200.0,60,1073.4025875452712,141.0917323890245,260.4481392115828,227.5775417192754,104.73582698748721,180.10317823700007,159.44616900090125
200.0,65,1080.094374692958,129.9387610442059,255.79114653209825,233.2420303102052,110.42691352681813,190.20170384598856,160.4938194336419
200.0,70,1106.7083283518004,129.4176070150449,253.09803693902674,241.22217843809628,120.17657756981949,199.95121786970924,162.84271052010385
200.0,75,1121.8861842607434,139.80409002681384,260.72850399543563,244.23915931402001,122.16377756981949,192.4775230655554,162.473130289099
200.0,80,1130.8269411773872,140.42933238902447,269.4155635037089,240.89814117159807,122.16377756981949,190.15009029181644,167.77003625141987
200.0,85,1129.8004154017092,146.39093238902447,261.36165667392464,239.89357236816073,122.16377756981949,196.13516115424449,163.85531524653538
200.0,90,1138.1239541575333,146.39093238902447,269.9791282164947,234.7898163148302,122.16377756981949,200.08468165321474,164.7156180141494
200.0,95,1135.6202290390042,146.39093238902447,263.05437314174844,239.8842954062717,122.16377756981949,194.11203251799066,170.01481801414943
200.0,100,1140.2227548911073,146.39093238902447,258.2137170838284,250.06343170831806,122.16377756981949,192.0512781259678,171.3396180141494
210.0,20,837.0717934333295,116.40657803619807,191.92170662106707,182.98504877990928,85.28300516920076,127.74260671353879,132.7328481134155
210.0,25,946.8437786045356,134.90947095957185,203.86979518922732,202.9764601431828,94.05653900590502,169.79694014501612,141.23457316163257
210.0,30,979.5033920472133,126.52186303135852,210.67601202377773,211.56623882079117,121.16278545854524,168.94067030398807,140.6358224087526
210.0,35,1033.4053181725224,128.9597775305913,246.31682262243916,223.3892336111517,105.85473539311441,170.41383840251044,158.47091061271541
210.0,40,1072.9615638373264,136.7480181808775,249.31030049081443,215.9182724566254,125.67371409168942,175.7183286858771,169.59292993144254
210.0,45,1043.8588230888,137.44928700779744,234.2221510354279,219.19091434462226,102.71150505027981,191.46511323136144,158.81985241931096
210.0,50,1094.5503381057663,148.35819431388094,252.96399163981513,236.73035325358802,113.54486413597434,193.03944022809557,149.91349453441225
210.0,55,1068.3673485313939,135.1150962435719,248.33668094578312,242.33997998503395,103.26966412097687,185.28324511845466,154.0226821175735
210.0,60,1103.2454373581693,145.7134962435719,269.9014716748521,223.3074112341319,105.14780278721362,194.56909150122598,164.60616391717386
210.0,65,1084.4213579007746,124.96732961722745,242.49214479579774,243.8727454727513,115.51142821216443,198.37797105639243,159.19973874644103
210.0,70,1107.282678880494,135.8576754527013,252.5403510726875,239.354339395405,121.47302821216442,200.06035901297656,157.99692573455914
210.0,75,1128.4528891297798,144.3886962435719,265.8867760086143,245.0561228272419,121.47302821216442,183.052940103628,168.59532573455914
210.0,80,1133.7734545357441,145.7134962435719,270.0833700713166,240.61926307156304,121.47302821216442,195.1576375910035,160.726659346125
210.0,85,1135.2815804049021,145.7134962435719,269.59939789469183,235.2246894180507,121.47302821216442,197.65573728535605,165.61523135106725
210.0,90,1126.433620878717,145.7134962435719,261.24512710159667,237.71529252859068,121.47302821216442,192.11155901297656,168.1751177798167
210.0,95,1136.614494235837,145.7134962435719,259.184990849497,248.7074225718923,121.47302821216442,190.71083857889462,170.82471777981672
210.0,100,1138.7418282966355,145.7134962435719,255.04283305376865,244.56060723378894,121.47302821216442,201.12714577352497,170.82471777981672
220.0,20,874.3754330134996,120.66080793864013,201.6826454243465,191.66146886335264,88.56722656778854,133.54483210304483,138.25845211632694
220.0,25,948.6390555961849,109.73832022985299,211.63442559279997,212.9677008497898,98.22192649523014,178.39744880862983,137.67923361988247
220.0,30,1010.4552800033292,128.7788403229192,221.51090711172102,216.30473309568214,123.5115202172087,176.8027289249528,143.5465503308454
220.0,35,1032.147411678519,127.50254711499142,224.02023550051643,234.01444278076332,110.70862995476736,177.69670046517868,158.20485586230174
220.0,40,1058.3444468798987,140.25514742157037,234.14113957160254,211.90852607661176,127.98115451944433,179.8090478070526,164.249431483617
220.0,45,1049.2868538993982,141.1887230572907,233.66409815409529,224.0286008114916,108.20182229445402,194.00652261296025,148.19708696910638
220.0,50,1067.0878453945284,133.78218648074457,236.69082358749915,230.93548403782358,125.02675925538081,188.38037438011355,152.27221765296676
220.0,55,1075.0630719390713,139.74753283290843,258.828008371591,237.21341690126826,103.30998057499146,178.53626311311993,157.42787014519217
220.0,60,1084.9356421982902,129.64329075052328,255.45241648545294,233.01765090670355,110.47721139571597,192.44330865655084,163.90176400334363
220.0,65,1101.2525031928246,131.27968253896225,249.61634988893152,242.5568260910641,120.79316133361759,194.29184369288427,162.71463964736503
220.0,70,1119.815578767566,141.35362332208265,265.1979852078071,245.436945809137,120.79316133361759,182.90683618539182,164.12702690952977
220.0,75,1117.501130818766,143.05953283290845,269.8120409541974,235.29201893748788,120.79316133361759,191.93805345073568,156.60632330981892
220.0,80,1139.161676595505,145.04673283290845,268.21712253733216,241.72536483008756,120.79316133361759,197.8204472212917,165.55884784026787
220.0,85,1123.9307564171982,145.04673283290845,264.07881276595106,234.89718972868408,120.79316133361759,189.45933016385945,169.6555295921777
220.0,90,1147.186993121688,145.04673283290845,265.0047872102857,245.96665198883923,120.79316133361759,200.05773016385945,170.31792959217768
220.0,95,1136.9399704568284,145.04673283290845,258.916160113048,242.97686703525417,120.79316133361759,198.88911954982237,170.31792959217768
220.0,100,1140.871908052288,145.04673283290845,258.4003997319117,248.2431543978131,120.79316133361759,198.07053016385944,170.31792959217768
230.0,20,878.3858175779085,126.69400540559813,186.33984513778526,187.63137759193407,93.66963011968592,139.49121511469824,144.5597442082068
230.0,25,931.2114442653232,113.55947655020096,209.07730833137128,198.61710663285092,99.44022783440342,174.64256199722666,135.87476291926993
230.0,30,1011.892553318635,132.49783923333567,232.0028414110468,214.0698196920506,101.21784579555029,185.33252777648562,146.77167941016597
230.0,35,1031.3435060811096,125.07347989196725,231.46827897490627,230.98552570266833,110.6820940329322,173.20521688815256,159.92891059048287
230.0,40,1040.3153539258187,138.2644493242002,242.6416154782037,219.96012524890838,100.71939923455176,187.61887371745934,151.11089092249526
230.0,45,1066.9450418794163,144.6258574936654,242.58802718143167,230.68738044684642,112.34980785629284,185.85415003502035,150.83981886615965
230.0,50,1056.626416323119,132.24719573903147,244.19561266888678,231.42881504100802,126.10815118506797,170.56081542053934,152.08582626858535
230.0,55,1090.7926307540386,143.72759975063,267.63369159265807,220.14319139484502,103.89293025501713,193.22413100103003,162.17108675985835
230.0,60,1079.5007585007754,124.29337980974557,241.37320821864125,243.01895865117214,115.48672190297928,197.11658659272604,158.21190332551106
230.0,65,1109.5183220981876,136.48176193403145,254.272136083575,240.23445779218062,120.12352190297928,200.06508642800793,158.34135795741304
230.0,70,1120.8169920447647,138.42839975063,267.1295116406954,239.0553369376667,120.12352190297928,186.95647371745935,169.1237480953339
230.0,75,1117.832670829276,144.38999975063,259.10096472250626,236.9880406696831,120.12352190297928,194.1274085216696,163.10273526180757
230.0,80,1130.3658739322202,144.38999975063,269.1661977198008,230.0747009543805,120.12352190297928,200.76708842830695,165.8443651761229
230.0,85,1138.3410674432903,144.38999975063,265.22810772874556,242.02758645680467,120.12352190297928,196.75308642800795,169.8187651761229
230.0,90,1129.3710413976487,144.38999975063,259.8823049900145,239.4549150329899,120.12352190297928,195.70153454491233,169.8187651761229
230.0,95,1134.2772207521634,144.38999975063,256.26032684689767,247.5939206475256,120.12352190297928,196.09068642800793,169.8187651761229
230.0,100,1136.1501719330179,144.38999975063,266.9712915926581,234.78150708261984,120.12352190297928,200.06508642800793,169.8187651761229
240.0,20,871.9896650909133,116.91238667486343,194.46115926942053,194.24601429650295,97.26603272174246,133.62972582287676,135.4743463055072
240.0,25,943.0196424629206,118.22793067591803,216.26247690109386,198.12223355228494,100.78310307741575,168.48313764017874,141.14076061602927
240.0,30,997.1086177502173,136.3055277360749,241.1309228339716,205.35089603676386,96.5485927970815,168.40890143215748,149.36377691416786
240.0,35,1049.3405986858618,129.88152625019328,241.18216693113007,232.87613922503328,112.2272888487081,170.7948255661106,162.3786518646863
240.0,40,1067.3802764874551,136.04842766402422,252.3409552243471,215.89592845423743,100.62269106595686,205.21485840441446,157.257415674475
240.0,45,1095.4817605326043,147.39698004686144,252.77399508429218,235.8215085333947,118.39074621135525,192.54207225579006,148.5564584009107
240.0,50,1074.5288448285817,136.45631935209227,251.91765328205997,242.4765738372118,103.34584574376878,185.28593305844507,155.04651955500373
240.0,55,1065.95701829278,127.38656917245001,252.0793916755248,228.8473958193231,108.57841167163902,190.2660250009113,158.79922495293178
240.0,60,1095.9274329624466,130.09921389918242,250.45933069759118,240.44530323561278,119.46352092353058,192.96409846423066,162.49596574229918
240.0,65,1113.1427623052198,140.65980165291612,264.3309792678175,244.14606869511616,119.46352092353058,180.71890077255426,163.8234909932852
240.0,70,1118.6863455451019,143.74271935209225,268.75933658175273,237.29974659949042,119.46352092353058,192.07521778191511,157.34580430632053
240.0,75,1124.7058532848996,143.74271935209225,268.42021845672383,232.60438959205771,119.46352092353058,195.70818895378468,164.7668160067105
240.0,80,1121.0860509127679,143.74271935209225,260.4981912291181,237.24656286758503,119.46352092353058,192.13307106029936,168.00198548014228
240.0,85,1113.4555342178332,143.74271935209225,254.2126236346026,234.65961741975573,119.46352092353058,192.05026740770958,169.32678548014226
240.0,90,1121.8381947209364,143.74271935209225,252.5746962202856,244.59740168458612,119.46352092353058,192.13307106029936,169.32678548014226
240.0,95,1128.5108143383025,143.74271935209225,263.8605097711188,232.69780775111914,119.46352092353058,199.41947106029934,169.32678548014226
240.0,100,1109.4194491375326,143.74271935209225,251.02845349376042,226.4384988277076,119.46352092353058,199.41947106029934,169.32678548014226
